drugbank_id,drug_name,targets,n_targets,name_normalized,dili_label,is_dili
DB04315,Guanosine-5'-Diphosphate,"['TGM2', 'RAB9A', 'HRAS', 'RHOA', 'RAB11A', 'PURA', 'RAB8B', 'ARF6', 'TUFM', 'EIF2S3', 'GNAI1', 'NME1', 'RHEB', 'CDC42', 'ARF1', 'EEF2', 'RELA', 'RAP2A', 'EFL1', 'ARL1', 'RAN', 'RAB7A', 'GSPT1', 'RAB5A', 'EEF1A1', 'ARF4', 'GMDS', 'RALA', 'ARL5B', 'ARL3', 'NME2', 'RAC1', 'SAR1B']",33,guanosine5diphosphate,,
DB04326,Dihydroxyacetone phosphate,"['ALDOA', 'TPI1', 'ALDOB']",3,dihydroxyacetonephosphate,,
DB04339,Carbocisteine,"['KEAP1', 'NFE2L2', 'ST3GAL5']",3,carbocisteine,,
DB04367,Debromohymenialdisine,"['CHEK2', 'MAP2K1', 'MAPK1', 'RAF1', 'TNK2', 'CLK1']",6,debromohymenialdisine,,
DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,"['GSK3B', 'DTYMK', 'PIM1', 'HK1', 'LCK', 'CSNK2A1', 'EPHA2', 'TOP2B', 'GSS', 'DAPK1', 'ARSA', 'ACTA1', 'VCP', 'TRPM7', 'CCT3', 'SRPK2', 'CLPB', 'GALK1']",18,phosphoaminophosphonicacidadenylateester,,
DB04444,Tetrafluoroaluminate Ion,"['MYH14', 'GNAI1', 'CMPK1', 'MYH11']",4,tetrafluoroaluminateion,,
DB04447,"1,4-Dithiothreitol","['TPI1', 'GSTZ1', 'HMGCR', 'LGALS1', 'ALDH1A1', 'TRPM7', 'MSRA', 'AXIN1', 'PPIB']",9,14dithiothreitol,,
DB04462,Tetrabromo-2-Benzotriazole,"['MAPK8', 'GSK3B', 'ROCK1', 'RPS6KB1', 'PRKAA1', 'PRKAB1', 'PRKAG1', 'SGK1', 'MAPK1', 'MAPK14', 'MAPK11', 'MAP2K1', 'LCK', 'AKT1', 'PRKCA', 'CSNK2A1']",16,tetrabromo2benzotriazole,,
DB04464,N-Formylmethionine,"['MT-ND3', 'SERPINC1', 'RABGGTA', 'RABGGTB', 'B2M', 'MT-ND1', 'HLA-B', 'COX4I1', 'MT-CO1', 'MT-CO2', 'MT-CO3', 'COX5A', 'COX5B', 'COX6C', 'COX7B', 'COX7C', 'COX8A', 'COX6A2', 'COX6B1', 'COX7A1', 'UBC', 'RNASE1', 'CLPP']",23,nformylmethionine,,
DB04465,Lactose,"['LGALS3', 'GLB1', 'GLTP']",3,lactose,,
DB04468,Afimoxifene,"['ESR1', 'ESRRA', 'NR1I2', 'SHBG']",4,afimoxifene,,
DB04493,Fructose-6-phosphate,"['FBP1', 'PFKFB1', 'GPI']",3,fructose6phosphate,,
DB04522,Dexfosfoserine,"['PDPK1', 'PIM1', 'PYGL', 'PRKACA', 'TAOK2', 'REG1A', 'SMAD2']",7,dexfosfoserine,,
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine","['ALAD', 'PDE4B', 'TYMS', 'PRKACA', 'PIM1', 'ARG1', 'SNX3', 'CYTH2']",8,ss2hydroxyethylthiocysteine,,
DB04557,Arachidonic Acid,"['PPARA', 'NR1H4', 'RXRA']",3,arachidonicacid,,
DB04566,Inosinic Acid,"['IMPDH1', 'IMPDH2', 'PURA', 'PURA']",4,inosinicacid,,
DB04631,Atpenin A5,"['SDHB', 'SDHC', 'SDHD', 'SDHA']",4,atpenina5,,
DB04652,Corticosterone,"['HSD11B1', 'NR3C1', 'NCOA1', 'NR3C2']",4,corticosterone,,
DB04707,Hydroxyfasudil,"['CLCN2', 'ROCK1', 'PRKACA']",3,hydroxyfasudil,,
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one","['JAK2', 'JAK3', 'TYK2', 'DAPK3', 'JAK1']",5,2tertbutyl9fluoro16dihydrobenzohimidazo45fisoquinolin7one,,
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE","['DYRK1A', 'DYRK2', 'CSNK2A1']",3,dimethyl4567tetrabromo1hbenzoimidazol2ylamine,,
DB04751,Purvalanol A,"['CDK2', 'CSNK1G3', 'RPS6KA1', 'SRC']",4,purvalanola,,
DB04786,Suramin,"['P2RY2', 'SIRT5', 'F2', 'PLA2G2A']",4,suramin,,
DB04799,"6-Hydroxy-5-undecyl-4,7-benzothiazoledione","['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,6hydroxy5undecyl47benzothiazoledione,,
DB04813,Bithionol,"['ESR1', 'CAPN2', 'MCL1']",3,bithionol,,
DB04820,Nialamide,"['MAOB', 'MAOA', 'COMT']",3,nialamide,,
DB04824,Phenolphthalein,"['UGT1A9', 'NR1I2', 'NR1I3', 'ESR1', 'SHBG']",5,phenolphthalein,,
DB04851,Biricodar,"['ABCB1', 'ABCC1', 'ABCG2']",3,biricodar,,
DB04855,Dronedarone,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'KCND3', 'THRA']",5,dronedarone,,
DB04862,Merimepodib,"['IMPDH1', 'ERBB2', 'EGFR']",3,merimepodib,,
DB04879,Vatalanib,"['EGFR', 'FLT4', 'KDR', 'FLT1']",4,vatalanib,,
DB04892,Phenserine,"['ACHE', 'BCHE', 'APP']",3,phenserine,,
DB04899,Nesiritide,"['NPR1', 'NPR2', 'NPR3']",3,nesiritide,,
DB04944,Acadesine,"['PRKAA1', 'PRKAB1', 'PRKAG1']",3,acadesine,,
DB04946,Iloperidone,"['ADRA1A', 'ADRA2B', 'ADRB2']",3,iloperidone,,
DB04960,Tipifarnib,"['FDPS', 'FNTA', 'FNTB']",3,tipifarnib,,
DB04967,Lucanthone,"['TOP2B', 'APEX1', 'TOP1']",3,lucanthone,,
DB05014,XL999,"['FGFR3', 'FGFR1', 'KDR', 'PDGFRB']",4,xl999,,
DB05036,Grn163l,"['SMG6', 'SCYL1', 'PTGES3']",3,grn163l,,
DB05075,TG-100801,"['VEGFC', 'VEGFB', 'FLT1', 'KDR', 'FLT4', 'CSK']",6,tg100801,,
DB05146,XL820,"['KDR', 'PDGFRA', 'PDGFRB']",3,xl820,,
DB05147,CYT997,"['TUBA1A', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB2A', 'TUBB4B', 'TUBB', 'TUBB6']",8,cyt997,,
DB05157,KC706,"['MAPK14', 'MAPK11', 'MAPK13']",3,kc706,,
DB05171,E-2012,"['APH1B', 'NCSTN', 'PSEN1', 'APH1A', 'PSENEN']",5,e2012,,
DB05184,XL228,"['SRC', 'ABL1', 'ABL2']",3,xl228,,
DB05187,Elafibranor,"['PPARA', 'PPARD', 'PPARG']",3,elafibranor,,
DB05210,SF1126,"['PIK3R1', 'PIK3R2', 'PIK3R3', 'PRKDC', 'MTOR']",5,sf1126,,
DB05223,Pracinostat,"['HDAC1', 'HDAC2', 'HDAC3', 'HDAC6']",4,pracinostat,,
DB05241,XL765,"['PIK3CA', 'PIK3CD', 'PIK3CB', 'MTOR']",4,xl765,,
DB05289,Tarenflurbil,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'IKBKG']",7,tarenflurbil,,
DB05294,Vandetanib,"['KDR', 'EGFR', 'PTK6', 'TEK']",4,vandetanib,,
DB05361,SR-123781A,"['F10', 'F2', 'SERPINC1', 'F2R']",4,sr123781a,,
DB05383,Pimagedine,"['AOC1', 'AKR1B1', 'TIMP3']",3,pimagedine,,
DB05408,Emricasan,"['CASP1', 'CASP3', 'CASP7']",3,emricasan,,
DB05424,Canertinib,"['ERBB2', 'AKT1', 'EGFR']",3,canertinib,,
DB05428,Motexafin gadolinium,"['PRDX5', 'TXNRD1', 'TXNRD2']",3,motexafingadolinium,,
DB05434,ABT-510,"['THBS1', 'HGF', 'CXCL8']",3,abt510,,
DB05475,Golotimod,"['STAT3', 'TLR2', 'TLR4']",3,golotimod,,
DB05487,Custirsen,"['CLU', 'ESR1', 'NFKB2', 'NFKB1']",4,custirsen,,
DB05492,Epicept NP-1,"['ADRA1A', 'ADRA1B', 'ADRA2B']",3,epiceptnp1,,
DB05667,Levoketoconazole,"['CYP17A1', 'CYP11A1', 'CYP51A1']",3,levoketoconazole,,
DB05785,LGD-1550,"['RARA', 'RARB', 'RARG', 'JUN']",4,lgd1550,,
DB05961,PPL-100,"['SERPING1', 'SERPINA5', 'SERPINA1']",3,ppl100,,
DB05969,SNS-032,"['CDK9', 'CDK2', 'CDK7']",3,sns032,,
DB06037,PR-15,"['COL1A1', 'COL1A2', 'COL3A1']",3,pr15,,
DB06080,Linifanib,"['FLT4', 'FLT1', 'KDR', 'CSF1R']",4,linifanib,,
DB06101,IMC-1C11,"['FLT1', 'KDR', 'FLT4']",3,imc1c11,,
DB06151,Acetylcysteine,"['GSS', 'ACY1', 'IKBKB', 'CHUK']",4,acetylcysteine,,
DB06153,Pizotifen,"['ADRA1A', 'ADRA1B', 'ADRA2B']",3,pizotifen,,
DB06157,Istaroxime,"['ATP1A1', 'ATP1B1', 'ATP1B2', 'ATP1B3', 'ATP2A2']",5,istaroxime,,
DB06176,Romidepsin,"['HDAC1', 'HDAC2', 'HDAC4', 'HDAC6', 'ABCC1', 'HDAC1']",6,romidepsin,,
DB06195,Seliciclib,"['CDK2', 'CDK7', 'MAPK3', 'MAPK1', 'CDK9', 'CSNK1E']",6,seliciclib,,
DB06216,Asenapine,"['ADRA1A', 'ADRA2B', 'ADRB2']",3,asenapine,,
DB06229,Ocaperidone,"['ADRA1A', 'ADRA1B', 'ADRA2B']",3,ocaperidone,,
DB06235,Vadimezan,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']",5,vadimezan,,
DB06245,Lanoteplase,"['PLAUR', 'FGA', 'LAMA5', 'F10', 'FN1', 'CLEC3B', 'KRT8', 'ANXA2', 'LAMB1', 'LAMC1', 'CALR', 'CANX', 'LRP1']",13,lanoteplase,,
DB06246,Exisulind,"['GSTP1', 'AKR1B1', 'AKR1B10', 'PDE2A']",4,exisulind,,
DB06255,Incadronic acid,"['FDPS', 'CASP3', 'CASP4', 'CASP7']",4,incadronicacid,,
DB06258,Bimoclomol,"['HSPA1B', 'HSPA1A', 'HSF1']",3,bimoclomol,,
DB06262,Droxidopa,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2', 'PAH']",5,droxidopa,,
DB06404,Human C1-esterase inhibitor,"['C1R', 'C1S', 'KLKB1', 'F12', 'F11', 'PLAT', 'F2']",7,humanc1esteraseinhibitor,,
DB06408,Taribavirin,"['IMPDH1', 'ENPP1', 'NT5C2']",3,taribavirin,,
DB06423,Endostatin,"['MMP2', 'MMP9', 'PTK2', 'SELE']",4,endostatin,,
DB06436,Semaxanib,"['AHR', 'PDGFRB', 'FLT1', 'FGFR1', 'PDGFRA', 'KDR']",6,semaxanib,,
DB06439,Tyloxapol,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']",5,tyloxapol,,
DB06461,Squalamine,"['VEGFC', 'PDGFA', 'VEGFB']",3,squalamine,,
DB06486,Enzastaurin,"['AKT1', 'AURKA', 'CHEK2', 'PIK3R1']",4,enzastaurin,,
DB06521,Ertiprotafib,"['PTPN1', 'IKBKB', 'PPARA', 'PPARG']",4,ertiprotafib,,
DB06552,Anpocogin,"['F7', 'F3', 'F10']",3,anpocogin,,
DB06586,Cetilistat,"['LIPG', 'LIPF', 'PNLIP']",3,cetilistat,,
DB06589,Pazopanib,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR3', 'SH2B3']",7,pazopanib,,
DB06595,Midostaurin,"['PRKCA', 'KDR', 'PDGFRA', 'PDGFRB']",4,midostaurin,,
DB06607,Catumaxomab,"['FCGR2A', 'FCGR3A', 'FCGR3B', 'CD3E', 'EPCAM']",5,catumaxomab,,
DB06616,Bosutinib,"['ABL1', 'LYN', 'SRC', 'MAP2K1', 'MAP2K2', 'MAP3K2', 'CAMK2G', 'FGR', 'HCK', 'TEC', 'SLK']",11,bosutinib,,
DB06626,Axitinib,"['ABL1', 'FLT1', 'KDR', 'FLT4']",4,axitinib,,
DB06641,Perifosine,"['AKT1', 'MAPK1', 'PRKCA']",3,perifosine,,
DB06645,Anamorelin,"['GAA', 'GANAB', 'GANC']",3,anamorelin,,
DB06685,Laquinimod,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL', 'CXCL2']",6,laquinimod,,
DB06692,Aprotinin,"['PRSS1', 'CTRB1', 'PLG']",3,aprotinin,,
DB06694,Xylometazoline,"['ADRA2B', 'ADRA1A', 'ADRA1B']",3,xylometazoline,,
DB06732,beta-Naphthoflavone,"['ESR1', 'ESRRA', 'AHR', 'CYP1B1']",4,betanaphthoflavone,,
DB06757,Manganese cation,"['IDH3A', 'IDH3G', 'TAB1', 'ARG1', 'SOD2', 'GLUL', 'PCK2', 'PPP1CC']",8,manganesecation,,
DB06777,Chenodeoxycholic acid,"['NR1H4', 'NR1I2', 'AKR1C2']",3,chenodeoxycholicacid,,
DB06813,Pralatrexate,"['DHFR', 'PDF', 'FPGS', 'TYMS']",4,pralatrexate,,
DB06819,Phenylbutyric acid,"['HDAC1', 'PRKCA', 'HDAC1']",3,phenylbutyricacid,,
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid","['PPP2R5C', 'PPP2CA', 'PPP2R1A']",3,2s3s4e6e8s9s3amino9methoxy268trimethyl10phenyldeca46dienoicacid,,
DB07080,TO-901317,"['NR1H2', 'NCOA2', 'RXRB', 'NR1H3', 'NCOA1', 'NR1I2']",6,to901317,,
DB07126,O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,"['GSK3B', 'CDK4', 'CDK2', 'CCNA2']",4,o6cyclohexylmethoxy24sulphamoylanilinopurine,,
DB07145,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,"['MMP14', 'MMP9', 'MMP2', 'ADAM17']",4,2rnhydroxy23s3methyl342methylquinolin4ylmethoxyphenyl2oxopyrrolidin1ylpropanamide,,
DB07149,"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one","['CDK2', 'CDK9', 'GSK3B']",3,7s22aminopyrimidin4yl72fluoroethyl1567tetrahydro4hpyrrolo32cpyridin4one,,
DB07227,L-778123,"['FNTA', 'FNTB', 'PGGT1B']",3,l778123,,
DB07352,Apigenin,"['CSNK2A1', 'AKR1B1', 'CYP1B1', 'AR', 'CDK6']",5,apigenin,,
DB07374,Anisomycin,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']",12,anisomycin,,
DB07401,Azoxystrobin,"['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,azoxystrobin,,
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE","['HDAC8', 'HDAC4', 'HDAC1', 'HDAC6', 'HDAC2', 'HDAC10']",6,999trifluoro8oxonphenylnonanamide,,
DB07556,CGS-27023,"['MMP2', 'MMP14', 'CA2', 'MMP9']",4,cgs27023,,
DB07557,"3,20-Pregnanedione","['RXRA', 'NR1I3', 'NCOA1', 'AKR1D1']",4,320pregnanedione,,
DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE","['TUBA1A', 'TUBA1C', 'TUBA1B']",3,2mercapton12310tetramethoxy9oxo5679tetrahydrobenzoaheptalen7ylacetamide,,
DB07636,"5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione","['MT-CYB', 'UQCRFS1', 'CYC1', 'UQCRB', 'UQCR10']",5,5heptyl6hydroxy13benzothiazole47dione,,
DB07662,PD-168393,"['EGFR', 'ERBB2', 'SRC']",3,pd168393,,
DB07664,K-00546,"['FLT1', 'CDK2', 'CSNK1G3', 'SLK', 'ABL2']",5,k00546,,
DB07671,"2-[1-METHYLHEXYL]-4,6-DINITROPHENOL","['SDHA', 'SDHB', 'SDHC', 'SDHD']",4,21methylhexyl46dinitrophenol,,
DB07724,Indeglitazar,"['PPARA', 'PPARG', 'PPARD', 'NCOA1']",4,indeglitazar,,
DB07763,"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE","['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,5s3anilino524difluorophenyl5methyl13oxazolidine24dione,,
DB07771,"[(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID","['KRAS', 'FNTA', 'FNTB']",3,3711trimethyldodeca2610trienyloxycarbamoylmethylphosphonicacid,,
DB07776,Flavone,"['AR', 'ESRRA', 'CYP1B1']",3,flavone,,
DB07778,(S)-famoxadone,"['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,sfamoxadone,,
DB07780,Farnesyl diphosphate,"['FDFT1', 'FNTA', 'FNTB', 'KRAS', 'FDPS', 'GGPS1', 'RABGGTA', 'RABGGTB']",8,farnesyldiphosphate,,
DB07841,Geranylgeranyl diphosphate,"['FDPS', 'FNTA', 'FNTB', 'PGGT1B', 'GGPS1', 'RABGGTA', 'RABGGTB']",7,geranylgeranyldiphosphate,,
DB07853,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile","['SLK', 'CAMK2D', 'STK26']",3,2445cyclopropyl1hpyrazol3ylaminoquinazolin2yliminocyclohexa25dien1ylacetonitrile,,
DB07859,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,"['PRKACA', 'AKT2', 'GSK3B']",3,44chlorophenyl441hpyrazol4ylphenylpiperidine,,
DB07863,2-chloro-5-nitro-N-phenylbenzamide,"['RXRA', 'PPARG', 'NCOA2']",3,2chloro5nitronphenylbenzamide,,
DB07919,Harmine,"['DYRK2', 'DYRK1A', 'MAOA']",3,harmine,,
DB07931,Hexestrol,"['AKR1C1', 'ESR1', 'NR1I2', 'NR1I3']",4,hexestrol,,
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,"['PRKACA', 'AKT2', 'GSK3B']",3,isoquinoline5sulfonicacid224chlorobenzyloxyethylaminoethylamide,,
DB07954,3-isobutyl-1-methyl-7H-xanthine,"['ADORA2A', 'PDE4B', 'PDE4A', 'PDE2A', 'PDE3B', 'PDE7A', 'PDE9A', 'PDE8A']",8,3isobutyl1methyl7hxanthine,,
DB08009,SU-11652,"['PDGFRB', 'PDGFRA', 'FLT1', 'KDR']",4,su11652,,
DB08039,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE","['AURKC', 'SRC', 'LCK', 'PRKAA1', 'PRKAB1', 'PRKAG1', 'CAMK2D', 'CALM1']",8,3znndimethyl2oxo34567tetrahydro1hindol2ylmethylidene23dihydro1hindole5sulfonamide,,
DB08040,Kelatorphan,"['ANPEP', 'ENPEP', 'LTA4H']",3,kelatorphan,,
DB08052,PP-121,"['EGFR', 'PRKDC', 'KDR', 'PDGFRA', 'ABL1', 'HCK', 'PIK3CB', 'MTOR', 'SRC']",9,pp121,,
DB08059,Wortmannin,"['PIK3CD', 'PLK1', 'PIK3R1', 'PIK3CA']",4,wortmannin,,
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,"['AKT1', 'AKT2', 'GSK3B', 'PRKACA']",4,2s11hindol3yl353methyl1hindazol5ylpyridin3yloxypropan2amine,,
DB08094,RO-4584820,"['CDK4', 'CDK7', 'CDK2']",3,ro4584820,,
DB08162,Fasudil,"['ROCK1', 'PRKACA', 'ROCK2']",3,fasudil,,
DB08168,Coumarin 120,"['PPIA', 'PPIA', 'PPIF', 'HDAC8']",4,coumarin120,,
DB08175,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID","['NCOA2', 'RXRB', 'NR1H3']",3,2e4e11methoxy3711trimethyldodeca24dienoicacid,,
DB08178,"4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine","['CDK9', 'CDK2', 'CCNA2']",3,44methoxy1hpyrrolo23bpyridin3ylpyrimidin2amine,,
DB08180,2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,"['FDPS', 'FNTA', 'PGGT1B']",3,2methyl5geranyl4methylpent3enylaminoethyldiphosphate,,
DB08182,"4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine","['CDK9', 'CDK2', 'CCNA2']",3,44propoxy1hpyrrolo23bpyridin3ylpyrimidin2amine,,
DB08231,Myristic acid,"['ABL1', 'CALM1', 'CALM3', 'CALM2', 'TLR4', 'FKBP1A', 'PRKACA', 'ECI2', 'HNF4A', 'NCOA1', 'PPP3R1', 'PPP3CA', 'TRAPPC3', 'GM2A', 'ARF6', 'LY96', 'ARF1', 'PVR', 'PPARA', 'CALM1']",20,myristicacid,,
DB08235,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,"['ARPC1B', 'ACTR2', 'ACTR3', 'ARPC2', 'ARPC3', 'ARPC4', 'ARPC5']",7,n22methyl1hindol3ylethylthiophene2carboxamide,,
DB08236,"(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one","['ARPC1B', 'ACTR2', 'ACTR3', 'ARPC2', 'ARPC3', 'ARPC4', 'ARPC5']",7,2s23bromophenyl35chloro2hydroxyphenyl13thiazolidin4one,,
DB08330,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,"['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,methyl2z3methoxy22e2phenylvinylphenylacrylate,,
DB08339,PD-166326,"['MAPK14', 'LCK', 'FGFR1', 'PDGFRB', 'EGFR', 'PDGFRA', 'SRC', 'ABL1']",8,pd166326,,
DB08342,S-palmitoyl-L-cysteine,"['TRAPPC6A', 'TRAPPC3', 'TRAPPC6B', 'TRAPPC5', 'TRAPPC4', 'TRAPPC1']",6,spalmitoyllcysteine,,
DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE","['PARP1', 'EEF2', 'PARP3', 'PARP15']",4,n2n2dimethyln16oxo56dihydrophenanthridin2ylglycinamide,,
DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE","['MAPKAPK5', 'MAPKAPK2', 'MAPKAPK3']",3,22quinolin3ylpyridin4yl1567tetrahydro4hpyrrolo32cpyridin4one,,
DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID","['PPARG', 'NCOA2', 'RXRA']",3,224dichlorobenzoylamino5pyrimidin2yloxybenzoicacid,,
DB08437,Puromycin,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11']",11,puromycin,,
DB08453,2-Nonyl-4-quinolinol 1-oxide,"['CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",10,2nonyl4quinolinol1oxide,,
DB08454,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,"['AURKC', 'GSK3B', 'SRC', 'CAMK1D']",4,n5methyl1hpyrazol3yl2phenylquinazolin4amine,,
DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,"['MAPK1', 'INSR', 'IRS1']",3,45aminocarbonyl43methylphenylaminopyrimidin2ylaminophenylaceticacid,,
DB08515,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE","['PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7']",14,3ar6r6as6sscyclohex2enylhydroxymethyl6amethyl4oxohexahydro2hfuro32cpyrrole6carbaldehyde,,
DB08597,Dorsomorphin,"['PRKAA1', 'PRKAB1', 'PRKAG1', 'ACVR1', 'FKBP1A']",5,dorsomorphin,,
DB08604,Triclosan,"['NR1I2', 'AR', 'NR1I3', 'PPARG']",4,triclosan,,
DB08689,Ubiquinone Q1,"['SDHA', 'SDHB', 'SDHD', 'SDHC']",4,ubiquinoneq1,,
DB08690,Ubiquinone Q2,"['SDHA', 'SDHB', 'SDHC', 'SDHD', 'CYC1', 'MT-CYB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'UQCRQ', 'UQCRFS1', 'UQCR11', 'UQCRB', 'UQCR10']",14,ubiquinoneq2,,
DB08756,Y-27632,"['F2', 'PRKACA', 'ROCK1', 'ROCK2']",4,y27632,,
DB08813,Nadroparin,"['SERPINC1', 'FOS', 'MYC']",3,nadroparin,,
DB08818,Hyaluronic acid,"['CD44', 'ICAM1', 'LYVE1', 'C1QBP', 'HABP4']",5,hyaluronicacid,,
DB08846,Ellagic acid,"['HSPA1A', 'HSPA1B', 'GSK3B', 'CA2', 'SYK', 'SQLE', 'CSNK2A1', 'PRKACA', 'PRKCA']",9,ellagicacid,,
DB08868,Fingolimod,"['S1PR1', 'S1PR3', 'HDAC1']",3,fingolimod,,
DB08877,Ruxolitinib,"['PLAUR', 'JAK2', 'JAK1', 'JAK3', 'TYK2']",5,ruxolitinib,,
DB08888,Ocriplasmin,"['FN1', 'A2M', 'SERPINF2']",3,ocriplasmin,,
DB08889,Carfilzomib,"['PSMB5', 'PSMB8', 'PSMB1', 'PSMB9', 'PSMB2', 'PSMB10']",6,carfilzomib,,
DB08895,Tofacitinib,"['JAK1', 'JAK2', 'JAK3', 'TYK2']",4,tofacitinib,,
