dilirank_name,smiles,is_dili,ecnp_z,n_targets_mapped,ecfp_svd_0,ecfp_svd_1,ecfp_svd_2,ecfp_svd_3,ecfp_svd_4,ecfp_svd_5,ecfp_svd_6,ecfp_svd_7,ecfp_svd_8,ecfp_svd_9,ecfp_svd_10,ecfp_svd_11,ecfp_svd_12,ecfp_svd_13,ecfp_svd_14,ecfp_svd_15,ecfp_svd_16,ecfp_svd_17,ecfp_svd_18,ecfp_svd_19,ecfp_svd_20,ecfp_svd_21,ecfp_svd_22,ecfp_svd_23,ecfp_svd_24,ecfp_svd_25,ecfp_svd_26,ecfp_svd_27,ecfp_svd_28,ecfp_svd_29,ecfp_svd_30,ecfp_svd_31,ecfp_svd_32,ecfp_svd_33,ecfp_svd_34,ecfp_svd_35,ecfp_svd_36,ecfp_svd_37,ecfp_svd_38,ecfp_svd_39,ecfp_svd_40,ecfp_svd_41,ecfp_svd_42,ecfp_svd_43,ecfp_svd_44,ecfp_svd_45,ecfp_svd_46,ecfp_svd_47,ecfp_svd_48,ecfp_svd_49,logp,mw,tpsa,hbd,hba,k_log,I_T,ecnp_mu_T,ecnp_sigma_T
Acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,1,0.9040362861822998,8,2.492802283213433,-0.7825972458873587,-0.21352024716046392,-1.024570604124396,-0.12250244629421328,0.6631893659577657,-0.7632467508988066,0.441061383938036,1.0033846630452994,-0.04918974683023694,-0.7563801246472963,0.8432919174916814,-0.23200023870018216,-0.10652765023283736,0.7357195086399375,0.1876787309053765,0.4409469848388849,-0.10059901889331908,-0.1458176868898684,-1.1705727489923035,0.28313051932286104,0.208221026104561,-0.7795287322456199,0.22763507548829934,0.39226301030361366,-0.024917235915979996,-0.13566937483954322,0.5219517909449098,0.0682154725898538,0.36739427639851924,-0.0014119262455953505,0.02038622047984004,0.24633345310826837,0.14664977112546332,0.30173779244097854,-0.1313465678769215,1.3282399404203655,0.1211322745268579,-0.22866924312967515,-0.40847604152484573,-1.030580443308637,0.6972085642449188,-0.12183415211455106,0.4417625566331583,0.2910556056094483,-0.08661709212534016,0.19685295157093652,-0.23462874396768257,1.4743212799496557,-0.519594524826839,5.167060000000005,326.4360000000001,46.53,1,2,2.1972245773362196,0.7117782539084433,0.6119433755739024,1.5392357442038578
Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,1,,0,2.4909809745196916,-0.6055722963990156,0.10168854398071127,-0.6246349607566872,1.4184686861236742,-0.2059261348530412,0.5720336305970928,-0.5431900923772113,0.3646134528612872,-0.02074166687917109,0.8259283821174332,-1.5161931243208446,-0.9161470587200597,-1.0478971463658666,0.12214978316868316,0.7566547730020318,0.9068658221051553,-0.17277241475286353,0.2798987831232904,0.9353855209574834,0.07740763861689937,0.0495668856078651,-0.42478951490324474,0.3073004560030122,-0.5922942651590961,0.27693445633201114,-0.18198765884763038,-0.5886700968084183,-0.05414128441828342,-0.16282964688753848,0.10773497894045059,0.4238723394663617,0.22481278647690542,0.5326686935269818,-0.3091344298349091,0.2969152092466348,0.7742176592815752,0.21498380497535807,-0.35532147487831645,0.6168208093982757,0.5360210504623509,0.3284317935114476,0.22821597196859886,-0.22424918682784933,0.018753268322416174,0.12252695254466481,-0.3422862529168341,-0.8086423628798869,0.2848533725384699,-0.3427260283745788,-1.3317999999999997,225.208,119.05,3,7,0.0,,0.6119433755739024,1.5392357442038578
Adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,1,,1,2.909924775027368,-0.8125910609199692,-0.023019208599841183,-1.0399857466322426,0.954975872479418,-0.16408072369056007,0.5209321115179146,0.11019099200287343,0.23864671558519412,-0.37147822900071686,0.3705122877879955,-1.1612119341244365,-0.7449392551242418,-1.026623320632491,-0.04447312480472975,0.15510570290720238,0.7830641565871511,-0.07511409552812331,0.25756148943629104,0.39735183343541747,0.7246233391358966,-0.5212136262947324,0.14988212803043352,-0.27874422345555105,-1.1500225445821397,0.32511397787401364,0.35663473878860197,-0.3907694267586685,-0.6157697486335212,0.12295837495414536,-0.05011619869692002,-0.7533394613949087,-0.4656026533966151,0.10989122380843201,-1.010317276865316,0.30612358728457184,0.6887992736471357,0.7509223820071337,0.1366812142634711,0.521945008630686,0.06484586990190655,0.5331430155120632,0.25254824133565856,-0.38393992688485823,0.0732473550316046,0.016675313279985733,-0.10403868632572116,-0.4837115490349144,0.07527986737627348,-0.05019894164940064,2.7025000000000006,501.47700000000026,166.97999999999996,1,13,0.6931471805599453,,0.6119433755739024,1.5392357442038578
Adenosine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0,-0.13984752067468,4,2.2381314977723914,-0.5759533855938815,1.1570140404588238,-0.8832398115167751,1.708911307571204,-0.038401320183899496,1.7685011131669817,-0.6933361317279001,-1.018972273868587,-0.00929311014591068,1.6335155300652249,-0.6246150987942809,-0.5700950184131212,-0.3808714466663183,-0.10215009573914419,1.3845288678238377,0.18432256580971496,-0.22008992513424036,0.7151057464346062,0.17831116501116057,-0.21954981777263385,-0.748529665915976,-0.7083759128723254,-0.3673956173764413,-1.0316080657723274,-0.492127501386641,0.49954424839244155,0.11297676809679097,-0.6229369232549679,-0.08002282978419377,0.14673587217452708,-0.7695563198291079,0.01935396930539443,0.5713253708443825,-0.8911909377789153,-0.09135704556793145,0.06525004146347013,0.024022671354600567,-0.3651547102207346,0.20094923707270165,-0.17516177733583088,0.40300704200251913,-0.2433761114181202,-0.09693660909853452,-0.08008595779500557,0.06557753489906598,-0.00010716314862577181,-0.28014728695429,0.0010310459866655908,-0.26769961308299517,-1.979999999999999,267.245,139.54000000000002,4,9,1.6094379124341003,0.46509498869646454,0.6119433755739024,1.5392357442038578
Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1,0.001720521811217,3,3.1695691224794285,-0.703409289590911,-0.6869615158552966,-1.0189637326134904,0.533665612859336,0.39192135140633183,-0.5220371625832853,0.00010830608471340064,0.5345429732069484,-0.1367393545335168,-0.6539755283323971,-0.4613622658473448,-0.5511932597557754,-0.3368262428835201,-0.082764112554527,0.10033541950821351,0.013545230770676549,-0.3687595140545524,-0.3701527205162905,0.5531550883145531,-0.32698609751269436,-0.08421818209327064,0.08323791401477817,-0.32541416842489446,0.47765274168031024,0.022673762472349396,-0.2980613594983388,0.0271396490784117,0.1958950352064912,0.833392885504578,-0.17368047479653512,0.8763267969697157,0.02005407366720405,0.2976805143351713,-0.20435844928943425,-0.8860342100987605,0.3174046196199175,0.19405617724477964,-0.11771897472443556,0.05310020652147558,0.36860281673782935,-0.11695557920184003,0.011731449255097864,-1.1543388892166042,-1.1358560850820085,0.6800289813226599,-0.2853633887489505,0.7710757871437911,0.1430309955814456,-0.38124234739846696,3.2433000000000005,265.338,67.01,2,4,1.3862943611198906,0.5004301303466984,0.6119433755739024,1.5392357442038578
Albuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0,0.0131116584548565,3,2.314872123721602,-0.22243252682523748,-0.7867237139752196,-0.9631811274787094,-0.36257227530970726,0.06309315029533588,0.08881740389459808,-0.39377910412074724,-0.8458636058405544,0.32042622038895774,-0.6675714719900154,0.8143695355249723,0.9526646778211847,-0.1383830576068567,-1.3185362547952042,0.7480272136643583,0.37805470265010904,0.11247456246833262,-0.20854317712258785,0.8645655650796541,0.24672955140981334,-0.4330798133736097,-0.3052125329553402,-0.40358824110284325,0.1384982370735194,0.19389452475053248,-0.4681385481157275,0.32404497825431144,-0.5892692622024855,-0.14239176182640678,-0.2963665353239942,0.42608545554561933,-0.927967709735989,-0.06982071526367314,-0.22349938697229538,-0.15009545500540497,0.11109795150960503,0.5571033094121011,-0.3014157486030532,-0.12906052129680484,-0.3238929087848394,-0.14345825562395587,-0.35305136693456196,0.031156063424042563,-0.1887916760492203,0.5372713184951885,-0.21705172089429836,-0.01619680617508637,0.028122986720429427,-0.21434865142509651,1.3059999999999998,239.315,72.72,4,4,1.3862943611198906,0.5032778676541367,0.6119433755739024,1.5392357442038578
Alclofenac,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,1,2.5383099739807014,1,2.6831672703979157,-0.26088731876984905,-0.9042757236296396,-0.5617379171246021,0.03065237590998606,0.4801263309894539,-0.10415059460012752,0.32027937582048843,-0.4284226519345896,-0.38350523230622857,-0.6094513928703291,0.1101877161133365,-0.3633703380163413,0.18555987576641336,0.5219266408461296,0.08658880294597757,0.27937849089583505,-0.918033242389608,0.47423335106012476,0.3421659694983734,-0.2873141412982653,0.2518737261195116,-0.7689891194624506,0.6185528027636282,0.7468521486912072,0.3484092589881864,-0.012593076013284979,0.2079137299984263,0.967283883487104,-0.5263709631549908,0.18636846570466706,-0.43724659515172704,0.39536445910612145,-0.025929723173840895,-0.4923784618871812,-0.04985504418896225,-0.024333052141118403,0.00483917792254504,-0.3234603991425954,-0.45400771186907035,-0.3849628690669159,0.33648637880538407,-0.08390482305797309,-0.13649183411238258,0.6297364513112957,-0.3277071037831415,0.3459984376080208,-0.34780354648855366,0.2257082449050188,0.4198491390430873,2.5319000000000003,226.65899999999996,46.53,1,2,0.6931471805599453,0.9267842321732033,0.6119433755739024,1.5392357442038578
Alendronate sodium,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],1,0.0466550253829887,5,1.270015282282141,0.24362991134805725,0.1718733292595025,-0.7964504702060908,0.09686766066928187,-0.3841359908886867,-0.08543487465148622,-0.07540816358488042,-0.4399171844484738,-0.7373860122499936,-0.14819881988948366,-0.03069832441315662,-0.7234228327159121,-0.37653308104007577,-0.5432856036120416,-0.5593782320090734,0.11191354548513724,-0.5078271361679566,0.22227822556978893,0.1933719895576983,0.11957438274251563,0.09961047526969011,0.43657139007234047,-0.029497500744050328,-0.43121051154435736,0.6237240225356198,0.05229482330475466,-0.4853831709145529,0.01813129798326156,0.6144720628177978,0.19539541422569484,-0.7980146494351582,-0.973616722994606,0.1657784283614216,0.06000903951759448,0.3913065433786982,0.06522839653034754,0.003682680110900189,0.3312090289142864,0.06735816839632838,-0.10764723140070837,0.29665645845094996,0.702064079288388,0.4399124902727076,-0.1526288452495514,-0.0954479209633347,0.008489488871717257,0.5410594837357772,0.35580183600020987,-0.3364585476963323,-7.375299999999994,325.1230000000001,258.64,5,5,1.791759469228055,0.5116616411063305,0.6119433755739024,1.5392357442038578
Alfentanil hydrochloride,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl,0,,1,3.9663559850951837,-0.7869571720443038,-0.3396523908430101,1.0859756907492506,-1.0547420099797808,0.0014936433841299807,0.23727535338442027,-0.12188239511975246,1.0079500797387815,-0.8242587855667454,-0.36260067895675296,-0.8243709721431096,-1.243204772799202,-0.03250675978169448,-0.20989627544009237,-0.0281195808912761,-0.10194839593983929,0.030677704201996364,0.10405039503130958,-0.8459808551814085,0.8794403683146941,-0.0497361898983634,0.279051397104821,-0.47669268568532214,-0.40223707918465235,-0.14104488958081002,0.2566605260180427,-0.3802597554274145,0.7589304341397999,0.2753438919129502,-0.3665157316453292,0.09401754925951689,0.03229760311616072,0.6555686741296035,-0.013851988592670346,-0.13061954307794735,-0.47875544282065147,-0.16892261015256446,0.5267847062784696,0.6910653459967104,0.49451478356280265,-0.12855162080994179,-0.48596842978557037,-0.8666403777210573,-0.2897343011705065,-0.3039239622164307,0.34316284506431516,-0.032839036391830806,-0.045222429410297645,-0.261281350587132,1.8056999999999994,452.98700000000014,85.49000000000001,0,8,0.6931471805599453,,0.6119433755739024,1.5392357442038578
Alfuzosin hydrochloride,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC.Cl,1,-0.00378079934062,4,3.9066888328798726,-0.5238522322778977,0.631722330766912,-0.7652549882167581,0.8883678121155072,1.084586750914041,0.1177928764262765,1.0659104807131103,0.975236447618232,0.37727787439014926,-0.06371092151957566,-0.4441694526882325,-0.43652460018755096,1.3800168793107623,-0.9251831893347443,0.379002614269096,1.107435612371006,-0.7075507598142113,-0.632481222597486,-1.0945554787208442,-0.8479688274551428,-0.8106351581365905,-0.12111719792786257,0.24019564162122492,-0.23418629938532093,-0.45843039978443084,-0.24649511343198194,-0.1404295067829415,-0.4329527795161551,1.5531828137391557,-0.2898969937984696,-0.22862592646667104,0.3150157546621616,-0.37062807392543906,-0.8423707660264477,0.1624451142046863,-0.7004974535812737,0.20617143616763747,0.34895187938031536,0.06732661714089005,0.0004473328697118528,-0.1008900983850404,0.36808090957402956,0.38045995613937017,-0.5264013786641318,-0.3282562537023042,0.0418335690243172,-0.7228581594266277,-0.08917397610155067,-0.06625911110520454,1.7724999999999995,425.9170000000001,111.83000000000001,2,8,1.6094379124341003,0.4990548012907689,0.6119433755739024,1.5392357442038578
